2.040557339787483215e-01 7.141394913196563721e-02 3.777229785919189453e-02 1.044419873505830765e-02 1.045961398631334305e-02 1.040686946362257004e-02 1.049238350242376328e-02 1.000592205673456192e-02 1.047730445861816406e-02 1.028920710086822510e-02 2.731374278664588928e-02 2.347499597817659378e-02 2.408515755087137222e-01 2.338745817542076111e-02 1.148809446021914482e-02 1.073493156582117081e-02 8.584071043878793716e-02 3.859964944422245026e-02 2.874155249446630478e-02 3.007541596889495850e-02 2.317564375698566437e-02 3.064867760986089706e-02 2.837144210934638977e-02 3.544582705944776535e-02 3.866761457175016403e-02 2.527888771146535873e-02 4.137580934911966324e-02 3.240141738206148148e-02 2.263961080461740494e-02 2.338877599686384201e-02 3.511757496744394302e-02 3.580762725323438644e-02 1.052206940948963165e-02 9.883047081530094147e-03 9.661286137998104095e-03 1.050651725381612778e-02 1.050711330026388168e-02
2.033787071704864502e-01 7.166225090622901917e-02 3.778196312487125397e-02 1.046263892203569412e-02 1.047968026250600815e-02 1.042845565825700760e-02 1.051140949130058289e-02 1.002895738929510117e-02 1.049696374684572220e-02 1.031114254146814346e-02 2.729024831205606461e-02 2.347405534237623215e-02 2.402919838204979897e-01 2.342057228088378906e-02 1.150660624261945486e-02 1.075371634215116501e-02 8.590428251773118973e-02 3.851579874753952026e-02 2.874198649078607559e-02 3.008249495178461075e-02 2.312696259468793869e-02 3.067779447883367538e-02 2.839002758264541626e-02 3.540144953876733780e-02 3.865476045757532120e-02 2.527667023241519928e-02 4.136605840176343918e-02 3.231755085289478302e-02 2.263260073959827423e-02 2.334150578826665878e-02 3.518788516521453857e-02 3.576766233891248703e-02 1.054154243320226669e-02 9.907323867082595825e-03 9.688870981335639954e-03 1.052509155124425888e-02 1.052513718605041504e-02
2.039103284478187561e-01 7.144976314157247543e-02 3.781914059072732925e-02 1.044885348528623581e-02 1.046525035053491592e-02 1.041234098374843597e-02 1.049746945500373840e-02 1.001185178756713867e-02 1.048303581774234772e-02 1.029620412737131119e-02 2.734133694320917130e-02 2.351935300976037979e-02 2.409362476319074631e-01 2.342375740408897400e-02 1.150218443945050240e-02 1.074101310223340988e-02 8.609282691031694412e-02 3.869167156517505646e-02 2.879597991704940796e-02 3.016275074332952499e-02 2.321848273277282715e-02 3.072310704737901688e-02 2.842728979885578156e-02 3.546240273863077164e-02 3.873324487358331680e-02 2.533726021647453308e-02 4.142226092517375946e-02 3.247077576816082001e-02 2.266650553792715073e-02 2.342203725129365921e-02 3.517097141593694687e-02 3.584663663059473038e-02 1.052826642990112305e-02 9.888974018394947052e-03 9.667661041021347046e-03 1.051257736980915070e-02 1.051178760826587677e-02
2.023413106799125671e-01 7.177117839455604553e-02 3.776389453560113907e-02 1.048744749277830124e-02 1.050393376499414444e-02 1.045669056475162506e-02 1.053544413298368454e-02 1.006054878234863281e-02 1.052298303693532944e-02 1.034051273018121719e-02 2.727996185421943665e-02 2.347678691148757935e-02 2.402873188257217407e-01 2.343642897903919220e-02 1.153514604084193707e-02 1.077821664512157440e-02 8.592751063406467438e-02 3.848863672465085983e-02 2.872424107044935226e-02 3.007981367409229279e-02 2.314542513340711594e-02 3.069927729666233063e-02 2.840746566653251648e-02 3.537140972912311554e-02 3.864955250173807144e-02 2.528338506817817688e-02 4.134652577340602875e-02 3.232361283153295517e-02 2.262881118804216385e-02 2.332452312111854553e-02 3.520372975617647171e-02 3.576777409762144089e-02 1.056774612516164780e-02 9.940803982317447662e-03 9.725738316774368286e-03 1.055067498236894608e-02 1.054917834699153900e-02
2.038657963275909424e-01 7.158835511654615402e-02 3.799404297024011612e-02 1.045441161841154099e-02 1.046995911747217178e-02 1.041764207184314728e-02 1.050235982984304428e-02 1.001730095595121384e-02 1.048879045993089676e-02 1.030090078711509705e-02 2.749000769108533859e-02 2.364215441048145294e-02 2.409770898520946503e-01 2.355342730879783630e-02 1.153266616165637970e-02 1.074575074017047882e-02 8.626895491033792496e-02 3.885335568338632584e-02 2.892050333321094513e-02 3.031247854232788086e-02 2.333547640591859818e-02 3.088418766856193542e-02 2.856472413986921310e-02 3.564562648534774780e-02 3.890289459377527237e-02 2.545700594782829285e-02 4.163009580224752426e-02 3.265565540641546249e-02 2.279266435652971268e-02 2.356060501188039780e-02 3.532454092055559158e-02 3.602779284119606018e-02 1.053264457732439041e-02 9.895062074065208435e-03 9.674279950559139252e-03 1.051679253578186035e-02 1.051693316549062729e-02
2.031027674674987793e-01 7.157048862427473068e-02 3.787522576749324799e-02 1.046890486031770706e-02 1.048441044986248016e-02 1.043504383414983749e-02 1.051632035523653030e-02 1.003637909889221191e-02 1.050381641834974289e-02 1.031809579581022263e-02 2.738606184720993042e-02 2.354690432548522949e-02 2.407085178419947624e-01 2.347602043300867081e-02 1.152718777302652597e-02 1.075968798249959946e-02 8.607282862067222595e-02 3.870284743607044220e-02 2.882844023406505585e-02 3.019356168806552887e-02 2.321599703282117844e-02 3.073786292225122452e-02 2.845102362334728241e-02 3.552615642547607422e-02 3.877560328692197800e-02 2.536410000175237656e-02 4.149111919105052948e-02 3.248524479568004608e-02 2.269363496452569962e-02 2.345284633338451385e-02 3.518869914114475250e-02 3.587375767529010773e-02 1.054813619703054428e-02 9.914815425872802734e-03 9.697156026959419250e-03 1.053106784820556641e-02 1.053085736930370331e-02
2.022638395428657532e-01 7.169092260301113129e-02 3.777132369577884674e-02 1.048949174582958221e-02 1.050493586808443069e-02 1.045804470777511597e-02 1.053717080503702164e-02 1.006242074072360992e-02 1.052628085017204285e-02 1.034237537533044815e-02 2.731816191226243973e-02 2.348672691732645035e-02 2.405458092689514160e-01 2.344996854662895203e-02 1.153807295486330986e-02 1.078002434223890305e-02 8.594110980629920959e-02 3.852272499352693558e-02 2.873459924012422562e-02 3.009631205350160599e-02 2.315511088818311691e-02 3.068359382450580597e-02 2.840180136263370514e-02 3.541322890669107437e-02 3.868038393557071686e-02 2.529614046216011047e-02 4.138717520982027054e-02 3.237009700387716293e-02 2.264082990586757660e-02 2.336934395134449005e-02 3.518697340041399002e-02 3.580014873296022415e-02 1.057007536292076111e-02 9.941762313246726990e-03 9.727311320602893829e-03 1.055239886045455933e-02 1.055100560188293457e-02
2.013636529445648193e-01 7.179657742381095886e-02 3.791851736605167389e-02 1.051387842744588852e-02 1.052988320589065552e-02 1.048682816326618195e-02 1.056241430342197418e-02 1.009625662118196487e-02 1.055274903774261475e-02 1.037317421287298203e-02 2.742180041968822479e-02 2.359756454825401306e-02 2.405868703499436378e-01 2.354480139911174774e-02 1.158383418805897236e-02 1.080411486327648163e-02 8.608302846550941467e-02 3.867344930768013000e-02 2.884310856461524963e-02 3.023021388798952103e-02 2.328833565115928650e-02 3.079293482005596161e-02 2.849884424358606339e-02 3.556331433355808258e-02 3.879823628813028336e-02 2.537757437676191330e-02 4.149175342172384262e-02 3.253792691975831985e-02 2.271694876253604889e-02 2.348622400313615799e-02 3.526182752102613449e-02 3.591955080628395081e-02 1.059620082378387451e-02 9.976075030863285065e-03 9.767546318471431732e-03 1.057724282145500183e-02 1.057570427656173706e-02
2.038418129086494446e-01 7.152427360415458679e-02 3.790473286062479019e-02 1.045378018170595169e-02 1.046966109424829483e-02 1.041745301336050034e-02 1.050219964236021042e-02 1.001788489520549774e-02 1.048787031322717667e-02 1.030207984149456024e-02 2.741810679435729980e-02 2.358945086598396301e-02 2.410146445035934448e-01 2.349237818270921707e-02 1.152110460679978132e-02 1.074454933404922485e-02 8.617637213319540024e-02 3.877058625221252441e-02 2.887092437595129013e-02 3.026602510362863541e-02 2.331686113029718399e-02 3.082278929650783539e-02 2.852440066635608673e-02 3.557089902460575104e-02 3.879916388541460037e-02 2.540040109306573868e-02 4.153327737003564835e-02 3.258915245532989502e-02 2.273625694215297699e-02 2.349365223199129105e-02 3.526433650404214859e-02 3.595513757318258286e-02 1.053240802139043808e-02 9.895435534417629242e-03 9.674726985394954681e-03 1.051737647503614426e-02 1.051661465317010880e-02
2.037688568234443665e-01 7.152881100773811340e-02 3.785955999046564102e-02 1.045295968651771545e-02 1.047028694301843643e-02 1.041794754564762115e-02 1.050263363867998123e-02 1.001704670488834381e-02 1.048796251416206360e-02 1.030101999640464783e-02 2.737236302345991135e-02 2.353855688124895096e-02 2.406945386901497841e-01 2.344725281000137329e-02 1.151045400183647871e-02 1.074531767517328262e-02 8.620111458003520966e-02 3.871670737862586975e-02 2.884904108941555023e-02 3.022798988968133926e-02 2.321875654160976410e-02 3.077344316989183426e-02 2.847356628626585007e-02 3.549674618989229202e-02 3.874334786087274551e-02 2.535596583038568497e-02 4.142519086599349976e-02 3.249412681907415390e-02 2.269439492374658585e-02 2.341410238295793533e-02 3.519719280302524567e-02 3.586345724761486053e-02 1.053264737129211426e-02 9.894412010908126831e-03 9.673125110566616058e-03 1.051753573119640350e-02 1.051595620810985565e-02
